date,canal,motif,agent,duree_secondes,statut,satisfaction
2024-09-23,Réseaux sociaux,Nouveau contrat,Agent D,686,Non résolu,3
2024-09-23,Téléphone,Information,Agent B,875,Résolu,4
2024-09-24,Téléphone,Nouveau contrat,Agent B,117,Résolu,3
2024-09-24,Téléphone,Résiliation,Agent A,668,Escaladé,4
2024-09-24,Téléphone,Assistance technique,Agent E,533,Résolu,4
2024-09-25,Chat,Facturation,Agent B,399,Résolu,3
2024-09-25,Téléphone,Réclamation,Agent E,574,Résolu,5
2024-09-25,Réseaux sociaux,Facturation,Agent E,210,Escaladé,2
2024-09-26,Email,Facturation,Agent C,1656,Escaladé,2
2024-09-26,Téléphone,Assistance technique,Agent E,577,Résolu,3
2024-09-26,Réseaux sociaux,Résiliation,Agent D,655,Résolu,5
2024-09-26,Téléphone,Nouveau contrat,Agent D,790,Résolu,4
2024-09-26,Chat,Réclamation,Agent A,477,Résolu,3
2024-09-27,Chat,Facturation,Agent E,590,Résolu,5
2024-09-27,Réseaux sociaux,Résiliation,Agent E,521,Résolu,5
2024-09-28,Téléphone,Réclamation,Agent A,130,Non résolu,2
2024-09-28,Téléphone,Information,Agent E,779,Résolu,4
2024-09-28,Téléphone,Information,Agent B,140,Résolu,5
2024-09-28,Téléphone,Résiliation,Agent C,524,Résolu,3
2024-09-28,Téléphone,Nouveau contrat,Agent D,78,Escaladé,2
2024-09-29,Chat,Facturation,Agent A,311,Résolu,4
2024-09-29,Chat,Facturation,Agent A,163,Résolu,5
2024-09-29,Réseaux sociaux,Facturation,Agent B,269,Résolu,5
2024-09-29,Téléphone,Nouveau contrat,Agent A,221,Résolu,4
2024-09-29,Téléphone,Réclamation,Agent E,270,Résolu,5
2024-09-30,Téléphone,Nouveau contrat,Agent E,87,Résolu,3
2024-09-30,Téléphone,Résiliation,Agent D,96,Non résolu,2
2024-09-30,Téléphone,Résiliation,Agent A,835,Non résolu,2
2024-09-30,Chat,Réclamation,Agent A,50,Escaladé,2
2024-09-30,Téléphone,Nouveau contrat,Agent A,731,Résolu,4
2024-10-01,Téléphone,Nouveau contrat,Agent A,703,Résolu,5
2024-10-01,Email,Information,Agent C,1190,Résolu,3
2024-10-01,Téléphone,Résiliation,Agent C,713,Résolu,5
2024-10-01,Email,Nouveau contrat,Agent C,1294,Résolu,5
2024-10-01,Téléphone,Résiliation,Agent E,756,Résolu,4
2024-10-02,Téléphone,Nouveau contrat,Agent C,820,Escaladé,3
2024-10-02,Téléphone,Assistance technique,Agent B,834,Non résolu,1
2024-10-03,Téléphone,Réclamation,Agent E,863,Résolu,4
2024-10-03,Téléphone,Information,Agent B,730,Non résolu,1
2024-10-03,Téléphone,Assistance technique,Agent A,86,Escaladé,2
2024-10-03,Email,Information,Agent D,1058,Résolu,5
2024-10-03,Réseaux sociaux,Réclamation,Agent C,145,Résolu,4
2024-10-03,Chat,Nouveau contrat,Agent E,548,Non résolu,1
2024-10-03,Téléphone,Nouveau contrat,Agent D,587,Résolu,4
2024-10-04,Téléphone,Information,Agent A,61,Non résolu,2
2024-10-05,Chat,Facturation,Agent C,248,Résolu,5
2024-10-06,Téléphone,Nouveau contrat,Agent E,66,Résolu,5
2024-10-06,Téléphone,Assistance technique,Agent D,628,Résolu,4
2024-10-07,Réseaux sociaux,Réclamation,Agent E,415,Résolu,4
2024-10-07,Téléphone,Assistance technique,Agent D,62,Résolu,3
2024-10-07,Téléphone,Information,Agent E,671,Résolu,4
2024-10-07,Téléphone,Facturation,Agent E,650,Non résolu,1
2024-10-08,Téléphone,Réclamation,Agent E,276,Résolu,5
2024-10-08,Téléphone,Facturation,Agent C,178,Résolu,5
2024-10-08,Téléphone,Information,Agent D,274,Non résolu,1
2024-10-08,Téléphone,Facturation,Agent E,712,Non résolu,1
2024-10-08,Téléphone,Réclamation,Agent A,128,Résolu,4
2024-10-08,Réseaux sociaux,Résiliation,Agent C,560,Résolu,5
2024-10-09,Téléphone,Information,Agent C,155,Escaladé,3
2024-10-10,Chat,Information,Agent E,318,Résolu,4
2024-10-10,Téléphone,Nouveau contrat,Agent E,608,Résolu,5
2024-10-10,Chat,Réclamation,Agent E,68,Résolu,4
2024-10-12,Téléphone,Facturation,Agent D,324,Résolu,5
2024-10-12,Email,Réclamation,Agent A,621,Résolu,4
2024-10-12,Chat,Résiliation,Agent B,167,Résolu,4
2024-10-12,Téléphone,Assistance technique,Agent E,166,Escaladé,3
2024-10-13,Téléphone,Assistance technique,Agent C,75,Résolu,4
2024-10-13,Réseaux sociaux,Assistance technique,Agent E,509,Résolu,3
2024-10-13,Email,Assistance technique,Agent C,755,Escaladé,2
2024-10-13,Email,Résiliation,Agent A,363,Non résolu,1
2024-10-13,Chat,Nouveau contrat,Agent C,463,Résolu,5
2024-10-14,Chat,Information,Agent A,463,Résolu,5
2024-10-14,Téléphone,Résiliation,Agent D,686,Résolu,4
2024-10-14,Chat,Nouveau contrat,Agent D,455,Escaladé,3
2024-10-14,Téléphone,Résiliation,Agent C,847,Escaladé,2
2024-10-15,Email,Nouveau contrat,Agent E,1579,Escaladé,2
2024-10-15,Téléphone,Facturation,Agent A,716,Résolu,5
2024-10-16,Téléphone,Nouveau contrat,Agent B,139,Résolu,4
2024-10-16,Chat,Assistance technique,Agent D,71,Non résolu,1
2024-10-16,Email,Assistance technique,Agent A,818,Escaladé,2
2024-10-17,Téléphone,Information,Agent B,327,Résolu,5
2024-10-17,Téléphone,Réclamation,Agent C,686,Non résolu,1
2024-10-18,Chat,Nouveau contrat,Agent C,362,Résolu,3
2024-10-18,Réseaux sociaux,Nouveau contrat,Agent A,431,Résolu,5
2024-10-18,Téléphone,Réclamation,Agent B,848,Escaladé,2
2024-10-18,Téléphone,Information,Agent D,729,Résolu,5
2024-10-18,Téléphone,Réclamation,Agent A,792,Résolu,3
2024-10-18,Téléphone,Facturation,Agent A,582,Résolu,4
2024-10-19,Téléphone,Facturation,Agent B,753,Escaladé,2
2024-10-20,Téléphone,Information,Agent D,451,Résolu,5
2024-10-20,Téléphone,Assistance technique,Agent C,589,Non résolu,3
2024-10-20,Téléphone,Assistance technique,Agent E,154,Escaladé,3
2024-10-21,Chat,Nouveau contrat,Agent D,233,Non résolu,1
2024-10-21,Téléphone,Assistance technique,Agent D,770,Escaladé,4
2024-10-21,Téléphone,Nouveau contrat,Agent D,848,Résolu,4
2024-10-21,Chat,Facturation,Agent C,598,Non résolu,1
2024-10-22,Téléphone,Facturation,Agent D,885,Résolu,4
2024-10-22,Chat,Information,Agent C,176,Résolu,5
2024-10-22,Téléphone,Nouveau contrat,Agent C,840,Non résolu,1
2024-10-23,Chat,Information,Agent A,204,Résolu,4
2024-10-23,Téléphone,Nouveau contrat,Agent C,614,Escaladé,4
2024-10-23,Téléphone,Assistance technique,Agent C,172,Résolu,4
2024-10-23,Téléphone,Assistance technique,Agent E,687,Escaladé,2
2024-10-23,Téléphone,Résiliation,Agent C,880,Résolu,4
2024-10-24,Chat,Résiliation,Agent B,589,Résolu,4
2024-10-24,Chat,Assistance technique,Agent B,566,Résolu,5
2024-10-24,Email,Information,Agent B,761,Escaladé,2
2024-10-24,Réseaux sociaux,Réclamation,Agent C,212,Résolu,4
2024-10-24,Chat,Information,Agent E,269,Non résolu,1
2024-10-25,Téléphone,Assistance technique,Agent B,153,Résolu,5
2024-10-25,Téléphone,Information,Agent A,331,Résolu,5
2024-10-25,Email,Facturation,Agent A,506,Résolu,5
2024-10-25,Email,Assistance technique,Agent E,841,Escaladé,2
2024-10-25,Téléphone,Nouveau contrat,Agent D,780,Escaladé,3
2024-10-25,Téléphone,Information,Agent C,498,Résolu,4
2024-10-26,Réseaux sociaux,Assistance technique,Agent A,366,Résolu,4
2024-10-26,Réseaux sociaux,Information,Agent E,543,Résolu,4
2024-10-26,Téléphone,Nouveau contrat,Agent B,684,Résolu,4
2024-10-27,Chat,Information,Agent D,487,Non résolu,2
2024-10-27,Téléphone,Résiliation,Agent B,121,Résolu,5
2024-10-27,Téléphone,Facturation,Agent A,262,Non résolu,3
2024-10-27,Chat,Information,Agent D,301,Escaladé,2
2024-10-28,Chat,Résiliation,Agent D,173,Résolu,4
2024-10-28,Email,Réclamation,Agent C,668,Escaladé,2
2024-10-29,Téléphone,Information,Agent C,637,Non résolu,1
2024-10-29,Téléphone,Facturation,Agent E,612,Résolu,4
2024-10-29,Téléphone,Réclamation,Agent B,553,Résolu,4
2024-10-29,Réseaux sociaux,Réclamation,Agent A,165,Résolu,3
2024-10-30,Téléphone,Information,Agent D,772,Résolu,4
2024-10-31,Téléphone,Facturation,Agent D,638,Escaladé,3
2024-10-31,Email,Assistance technique,Agent A,1172,Non résolu,1
2024-11-01,Téléphone,Information,Agent C,583,Résolu,3
2024-11-01,Réseaux sociaux,Facturation,Agent C,248,Résolu,5
2024-11-01,Téléphone,Assistance technique,Agent D,266,Résolu,5
2024-11-01,Email,Information,Agent D,939,Escaladé,2
2024-11-02,Téléphone,Nouveau contrat,Agent E,768,Résolu,4
2024-11-02,Réseaux sociaux,Information,Agent A,410,Non résolu,3
2024-11-02,Chat,Facturation,Agent A,420,Résolu,4
2024-11-03,Email,Réclamation,Agent A,1177,Résolu,5
2024-11-03,Email,Assistance technique,Agent C,925,Escaladé,3
2024-11-03,Téléphone,Facturation,Agent C,141,Résolu,5
2024-11-03,Téléphone,Réclamation,Agent C,630,Escaladé,4
2024-11-03,Téléphone,Assistance technique,Agent A,88,Résolu,4
2024-11-04,Email,Résiliation,Agent A,589,Résolu,5
2024-11-04,Chat,Assistance technique,Agent D,73,Résolu,5
2024-11-04,Téléphone,Facturation,Agent B,661,Non résolu,2
2024-11-04,Chat,Facturation,Agent B,368,Résolu,5
2024-11-04,Téléphone,Nouveau contrat,Agent C,849,Résolu,5
2024-11-04,Email,Information,Agent D,900,Résolu,5
2024-11-05,Téléphone,Résiliation,Agent A,440,Escaladé,3
2024-11-06,Téléphone,Information,Agent C,413,Escaladé,4
2024-11-06,Email,Assistance technique,Agent C,952,Non résolu,1
2024-11-06,Téléphone,Information,Agent E,835,Non résolu,2
2024-11-06,Téléphone,Information,Agent A,867,Escaladé,3
2024-11-07,Chat,Réclamation,Agent B,418,Résolu,4
2024-11-07,Email,Résiliation,Agent E,1576,Résolu,4
2024-11-08,Email,Nouveau contrat,Agent D,477,Résolu,4
2024-11-08,Téléphone,Résiliation,Agent E,760,Résolu,5
2024-11-09,Email,Assistance technique,Agent E,851,Résolu,4
2024-11-09,Téléphone,Assistance technique,Agent D,489,Résolu,5
2024-11-09,Email,Information,Agent C,1389,Résolu,5
2024-11-09,Chat,Réclamation,Agent E,267,Escaladé,2
2024-11-09,Email,Réclamation,Agent D,359,Résolu,4
2024-11-09,Chat,Assistance technique,Agent A,373,Escaladé,3
2024-11-10,Téléphone,Assistance technique,Agent C,881,Escaladé,4
2024-11-10,Email,Assistance technique,Agent E,1074,Non résolu,1
2024-11-10,Email,Information,Agent A,1638,Résolu,3
2024-11-10,Chat,Réclamation,Agent B,213,Résolu,5
2024-11-11,Chat,Résiliation,Agent E,551,Résolu,4
2024-11-11,Chat,Assistance technique,Agent A,173,Non résolu,2
2024-11-11,Téléphone,Résiliation,Agent D,741,Résolu,4
2024-11-11,Téléphone,Information,Agent D,149,Non résolu,1
2024-11-12,Téléphone,Facturation,Agent A,683,Résolu,3
2024-11-12,Téléphone,Information,Agent E,388,Résolu,3
2024-11-13,Email,Nouveau contrat,Agent B,796,Non résolu,1
2024-11-13,Téléphone,Résiliation,Agent A,259,Résolu,5
2024-11-13,Chat,Information,Agent C,593,Résolu,4
2024-11-13,Téléphone,Assistance technique,Agent C,396,Résolu,5
2024-11-14,Téléphone,Facturation,Agent C,875,Résolu,5
2024-11-14,Chat,Assistance technique,Agent A,569,Résolu,3
2024-11-15,Chat,Facturation,Agent B,433,Non résolu,1
2024-11-15,Chat,Nouveau contrat,Agent A,181,Résolu,5
2024-11-15,Téléphone,Nouveau contrat,Agent A,138,Résolu,5
2024-11-16,Chat,Assistance technique,Agent D,260,Résolu,5
2024-11-16,Téléphone,Résiliation,Agent B,870,Escaladé,2
2024-11-16,Chat,Assistance technique,Agent E,221,Escaladé,3
2024-11-17,Téléphone,Nouveau contrat,Agent A,706,Résolu,4
2024-11-17,Chat,Information,Agent C,445,Résolu,4
2024-11-17,Chat,Information,Agent A,47,Résolu,5
2024-11-18,Téléphone,Information,Agent B,577,Résolu,4
2024-11-18,Réseaux sociaux,Réclamation,Agent A,487,Non résolu,1
2024-11-18,Téléphone,Résiliation,Agent A,181,Résolu,4
2024-11-19,Réseaux sociaux,Information,Agent A,468,Résolu,3
2024-11-19,Téléphone,Information,Agent D,340,Escaladé,4
2024-11-20,Chat,Facturation,Agent B,260,Escaladé,4
2024-11-20,Chat,Facturation,Agent D,336,Résolu,5
2024-11-20,Réseaux sociaux,Facturation,Agent E,549,Résolu,4
2024-11-20,Téléphone,Nouveau contrat,Agent D,626,Résolu,5
2024-11-21,Email,Nouveau contrat,Agent E,1393,Escaladé,2
2024-11-21,Email,Facturation,Agent E,843,Résolu,3
2024-11-22,Réseaux sociaux,Assistance technique,Agent D,557,Résolu,5
2024-11-22,Téléphone,Résiliation,Agent A,536,Non résolu,3
2024-11-22,Téléphone,Réclamation,Agent B,206,Non résolu,2
2024-11-22,Chat,Réclamation,Agent A,354,Non résolu,1
2024-11-22,Email,Information,Agent C,648,Résolu,5
2024-11-22,Chat,Information,Agent B,402,Non résolu,2
2024-11-22,Réseaux sociaux,Assistance technique,Agent E,355,Non résolu,1
2024-11-23,Téléphone,Information,Agent C,202,Résolu,5
2024-11-23,Chat,Assistance technique,Agent C,87,Non résolu,1
2024-11-23,Réseaux sociaux,Information,Agent C,695,Résolu,5
2024-11-23,Email,Résiliation,Agent D,1470,Escaladé,3
2024-11-23,Réseaux sociaux,Nouveau contrat,Agent B,701,Résolu,5
2024-11-24,Réseaux sociaux,Information,Agent D,511,Résolu,4
2024-11-24,Chat,Facturation,Agent E,104,Résolu,4
2024-11-24,Téléphone,Réclamation,Agent A,790,Non résolu,2
2024-11-25,Téléphone,Information,Agent D,550,Non résolu,2
2024-11-25,Téléphone,Réclamation,Agent D,76,Non résolu,1
2024-11-26,Téléphone,Résiliation,Agent A,696,Résolu,5
2024-11-26,Chat,Nouveau contrat,Agent C,470,Non résolu,1
2024-11-26,Téléphone,Réclamation,Agent E,682,Escaladé,2
2024-11-26,Téléphone,Information,Agent D,354,Résolu,5
2024-11-27,Téléphone,Facturation,Agent E,204,Non résolu,1
2024-11-28,Téléphone,Facturation,Agent A,571,Escaladé,3
2024-11-28,Chat,Facturation,Agent C,274,Escaladé,2
2024-11-28,Email,Assistance technique,Agent A,1787,Résolu,3
2024-11-28,Téléphone,Information,Agent C,717,Résolu,5
2024-11-28,Téléphone,Nouveau contrat,Agent D,227,Résolu,3
2024-11-28,Téléphone,Assistance technique,Agent A,900,Non résolu,2
2024-11-28,Email,Réclamation,Agent D,954,Escaladé,3
2024-11-28,Téléphone,Assistance technique,Agent C,610,Résolu,4
2024-11-29,Réseaux sociaux,Facturation,Agent A,362,Non résolu,1
2024-11-29,Téléphone,Résiliation,Agent B,506,Non résolu,2
2024-11-30,Chat,Information,Agent E,136,Résolu,5
2024-11-30,Email,Résiliation,Agent A,1013,Résolu,5
2024-11-30,Téléphone,Résiliation,Agent D,813,Non résolu,2
2024-12-01,Téléphone,Facturation,Agent C,469,Résolu,5
2024-12-01,Téléphone,Résiliation,Agent B,797,Résolu,4
2024-12-01,Chat,Nouveau contrat,Agent C,162,Non résolu,1
2024-12-02,Email,Résiliation,Agent A,1739,Résolu,5
2024-12-02,Chat,Facturation,Agent A,41,Escaladé,2
2024-12-02,Téléphone,Nouveau contrat,Agent A,734,Résolu,4
2024-12-03,Téléphone,Facturation,Agent E,856,Non résolu,2
2024-12-03,Chat,Assistance technique,Agent A,70,Non résolu,1
2024-12-03,Chat,Nouveau contrat,Agent A,520,Résolu,5
2024-12-03,Téléphone,Assistance technique,Agent D,225,Escaladé,2
2024-12-03,Chat,Facturation,Agent D,289,Résolu,3
2024-12-03,Chat,Facturation,Agent B,134,Résolu,5
2024-12-04,Chat,Nouveau contrat,Agent C,424,Escaladé,2
2024-12-04,Téléphone,Réclamation,Agent E,862,Résolu,5
2024-12-04,Réseaux sociaux,Information,Agent D,403,Non résolu,2
2024-12-04,Téléphone,Information,Agent D,705,Non résolu,2
2024-12-04,Réseaux sociaux,Information,Agent D,665,Résolu,5
2024-12-05,Email,Information,Agent C,1665,Résolu,4
2024-12-05,Réseaux sociaux,Résiliation,Agent E,409,Escaladé,2
2024-12-05,Téléphone,Résiliation,Agent D,613,Résolu,5
2024-12-06,Email,Assistance technique,Agent E,467,Non résolu,2
2024-12-06,Réseaux sociaux,Assistance technique,Agent A,432,Résolu,5
2024-12-06,Chat,Réclamation,Agent D,165,Résolu,5
2024-12-06,Téléphone,Réclamation,Agent D,201,Escaladé,4
2024-12-07,Chat,Information,Agent E,462,Résolu,5
2024-12-07,Chat,Information,Agent E,268,Résolu,5
2024-12-07,Téléphone,Assistance technique,Agent D,441,Résolu,3
2024-12-07,Chat,Nouveau contrat,Agent D,180,Résolu,5
2024-12-07,Téléphone,Réclamation,Agent C,506,Résolu,4
2024-12-08,Email,Réclamation,Agent E,1566,Escaladé,2
2024-12-09,Téléphone,Nouveau contrat,Agent A,398,Non résolu,2
2024-12-09,Téléphone,Résiliation,Agent A,244,Résolu,5
2024-12-09,Téléphone,Réclamation,Agent C,478,Escaladé,2
2024-12-09,Téléphone,Résiliation,Agent C,412,Résolu,5
2024-12-10,Email,Réclamation,Agent A,658,Escaladé,3
2024-12-10,Email,Information,Agent A,306,Résolu,5
2024-12-11,Email,Nouveau contrat,Agent A,1466,Non résolu,1
2024-12-11,Téléphone,Nouveau contrat,Agent B,350,Escaladé,3
2024-12-11,Réseaux sociaux,Réclamation,Agent C,524,Résolu,3
2024-12-11,Chat,Assistance technique,Agent E,42,Résolu,4
2024-12-11,Chat,Assistance technique,Agent E,553,Résolu,5
2024-12-11,Téléphone,Nouveau contrat,Agent A,461,Résolu,3
2024-12-12,Chat,Réclamation,Agent A,62,Résolu,3
2024-12-12,Chat,Facturation,Agent D,336,Non résolu,2
2024-12-12,Email,Information,Agent C,693,Escaladé,4
2024-12-12,Téléphone,Assistance technique,Agent E,702,Escaladé,3
2024-12-13,Email,Information,Agent B,561,Non résolu,3
2024-12-13,Email,Facturation,Agent B,1621,Résolu,4
2024-12-13,Email,Assistance technique,Agent D,867,Non résolu,3
2024-12-13,Réseaux sociaux,Assistance technique,Agent E,671,Résolu,3
2024-12-13,Chat,Information,Agent B,186,Résolu,4
2024-12-13,Téléphone,Réclamation,Agent A,761,Résolu,4
2024-12-13,Téléphone,Réclamation,Agent A,604,Résolu,5
2024-12-13,Téléphone,Facturation,Agent E,389,Résolu,5
2024-12-13,Téléphone,Facturation,Agent D,465,Escaladé,3
2024-12-14,Téléphone,Réclamation,Agent D,582,Résolu,4
2024-12-15,Chat,Assistance technique,Agent D,484,Résolu,5
2024-12-16,Téléphone,Nouveau contrat,Agent D,810,Résolu,5
2024-12-16,Réseaux sociaux,Réclamation,Agent E,303,Escaladé,4
2024-12-16,Téléphone,Assistance technique,Agent B,821,Résolu,4
2024-12-16,Téléphone,Réclamation,Agent A,317,Résolu,4
2024-12-16,Email,Nouveau contrat,Agent C,1652,Résolu,3
2024-12-17,Téléphone,Nouveau contrat,Agent E,295,Résolu,4
2024-12-18,Chat,Réclamation,Agent C,477,Résolu,4
2024-12-18,Téléphone,Assistance technique,Agent A,646,Non résolu,1
2024-12-18,Téléphone,Facturation,Agent D,645,Résolu,5
2024-12-19,Téléphone,Résiliation,Agent D,725,Non résolu,1
2024-12-19,Email,Assistance technique,Agent A,917,Escaladé,4
2024-12-19,Téléphone,Assistance technique,Agent D,663,Résolu,5
2024-12-19,Réseaux sociaux,Facturation,Agent D,369,Non résolu,1
2024-12-19,Téléphone,Information,Agent C,681,Résolu,4
2024-12-19,Téléphone,Facturation,Agent C,336,Résolu,5
2024-12-20,Email,Assistance technique,Agent D,1046,Résolu,5
2024-12-20,Téléphone,Résiliation,Agent A,109,Escaladé,2
2024-12-20,Chat,Information,Agent B,156,Escaladé,2
2024-12-20,Réseaux sociaux,Résiliation,Agent C,195,Résolu,4
2024-12-20,Chat,Assistance technique,Agent B,274,Résolu,5
2024-12-20,Téléphone,Information,Agent E,370,Escaladé,3
2024-12-21,Téléphone,Résiliation,Agent B,386,Non résolu,1
2024-12-21,Chat,Réclamation,Agent B,317,Résolu,5
2024-12-21,Chat,Information,Agent A,521,Escaladé,3
2024-12-22,Téléphone,Réclamation,Agent D,420,Résolu,4
2024-12-22,Téléphone,Information,Agent A,725,Escaladé,3
2024-12-22,Téléphone,Information,Agent A,456,Non résolu,1
2024-12-22,Chat,Nouveau contrat,Agent B,268,Résolu,5
2024-12-22,Téléphone,Facturation,Agent A,704,Résolu,4
2024-12-22,Email,Nouveau contrat,Agent D,1443,Résolu,5
2024-12-22,Téléphone,Facturation,Agent C,459,Résolu,4
2024-12-23,Réseaux sociaux,Information,Agent D,132,Résolu,5
2024-12-23,Téléphone,Nouveau contrat,Agent B,480,Non résolu,1
2024-12-23,Chat,Assistance technique,Agent D,420,Escaladé,2
2024-12-24,Téléphone,Facturation,Agent D,215,Résolu,4
2024-12-25,Téléphone,Information,Agent E,280,Escaladé,3
2024-12-25,Chat,Résiliation,Agent E,235,Escaladé,2
2024-12-25,Chat,Facturation,Agent B,593,Escaladé,3
2024-12-25,Chat,Information,Agent C,445,Escaladé,2
2024-12-26,Chat,Facturation,Agent B,365,Non résolu,1
2024-12-26,Réseaux sociaux,Information,Agent C,389,Non résolu,2
2024-12-26,Téléphone,Facturation,Agent E,632,Résolu,5
2024-12-26,Email,Réclamation,Agent A,386,Résolu,5
2024-12-26,Téléphone,Réclamation,Agent D,141,Non résolu,1
2024-12-27,Téléphone,Assistance technique,Agent E,738,Résolu,4
2024-12-27,Téléphone,Résiliation,Agent A,453,Résolu,5
2024-12-28,Téléphone,Nouveau contrat,Agent E,222,Résolu,4
2024-12-28,Chat,Nouveau contrat,Agent A,142,Résolu,5
2024-12-28,Téléphone,Nouveau contrat,Agent A,486,Résolu,5
2024-12-29,Téléphone,Réclamation,Agent C,316,Non résolu,1
2024-12-29,Téléphone,Résiliation,Agent A,228,Escaladé,4
2024-12-29,Chat,Nouveau contrat,Agent D,500,Non résolu,1
2024-12-29,Téléphone,Résiliation,Agent D,604,Non résolu,1
2024-12-29,Email,Nouveau contrat,Agent B,594,Non résolu,3
2024-12-30,Téléphone,Résiliation,Agent D,753,Résolu,4
2024-12-30,Réseaux sociaux,Information,Agent C,649,Résolu,5
2024-12-30,Téléphone,Résiliation,Agent C,516,Escaladé,2
2024-12-30,Chat,Nouveau contrat,Agent A,504,Résolu,4
2024-12-30,Chat,Assistance technique,Agent B,187,Non résolu,1
2024-12-30,Chat,Facturation,Agent D,108,Résolu,3
